	519	Vulcăneasa	45.7738800	26.9098100	RO	40
	519	Vrâncioaia	45.8500000	26.7333300	RO	40
	519	Voloșcani	45.9248900	26.9229100	RO	40
	519	Voetin	45.4437000	27.1458700	RO	40
	519	Vladnicu de Sus	46.1146600	27.3555500	RO	40
	519	Vladnicu de Jos	46.0968700	27.3632900	RO	40
	519	Vizantea Răzășească	45.9699700	26.8140500	RO	40
	519	Vităneștii de Sub Măgură	45.8741400	27.0267900	RO	40
	519	Vitănești	45.8837700	27.0389700	RO	40
	519	Vânători	45.7333300	27.2500000	RO	40
	519	Vâlcelele	46.1617700	27.3362300	RO	40
	519	Vâlcele	45.7013100	27.1478900	RO	40
	519	Viișoara	46.0516000	27.0959300	RO	40
	519	Viișoara	45.9208500	26.8235400	RO	40
	519	Vidra	45.9166700	26.9000000	RO	40
	519	Vetrești-Herăstrău	45.8094000	26.6623000	RO	40
	519	Verdea	46.0121100	26.8938200	RO	40
	519	Vărsătura	45.7887400	27.0445000	RO	40
	519	Varnița	45.9712600	26.9635700	RO	40
	519	Văleni	46.0714500	27.1577700	RO	40
	519	Văleni	45.9565700	27.0944700	RO	40
	519	Valea Sării	45.8768600	26.7987300	RO	40
	519	Valea Neagră	45.8131200	26.6364300	RO	40
	519	Valea Milcovului	45.7834700	26.8551900	RO	40
	519	Valea Mică	45.6006800	26.9201400	RO	40
	519	Valea Cotești	45.6344600	27.0758100	RO	40
	519	Valea Beciului	45.4906100	27.0424700	RO	40
	519	Vadu Roșca	45.6386400	27.4571600	RO	40
	519	Ursoaia	45.7768100	26.7998400	RO	40
	519	Urecheşti	45.6000000	27.0666700	RO	40
	519	Unirea	45.7402000	27.1074100	RO	40
	519	Ungureni	45.8134700	26.6742200	RO	40
	519	Tulnici	45.9166700	26.6666700	RO	40
	519	Tulburea	45.5651100	26.8439700	RO	40
	519	Trotușanu	45.9817500	27.0949600	RO	40
	519	Trestieni	45.5155500	27.0227100	RO	40
	519	Trestia	45.6108700	26.8581500	RO	40
	519	Topești	45.9057900	26.7526000	RO	40
	519	Titila	45.7247800	26.8375400	RO	40
	519	Târâtu	45.7044900	26.8922700	RO	40
	519	Țipău	45.7551000	26.7258200	RO	40
	519	Tinoasa	45.6139600	26.8780300	RO	40
	519	Ţifeşti	45.8500000	27.1000000	RO	40
	519	Tichiriș	45.9007600	26.8784900	RO	40
	519	Terchești	45.5843300	27.0520500	RO	40
	519	Țepa	45.7798600	26.6889500	RO	40
	519	Tătaru	45.5013300	27.4724700	RO	40
	519	Tătăranu	45.5166700	27.3166700	RO	40
	519	Tănăsoaia	46.1000000	27.3666700	RO	40
	519	Tăbucești	46.1708400	27.4415200	RO	40
	519	Suraia	45.6833300	27.4000000	RO	40
	519	Stupina	45.4608800	27.4407200	RO	40
	519	Străoane	45.9333300	27.0500000	RO	40
	519	Străjescu	45.8177700	27.2877900	RO	40
	519	Spulber	45.7518600	26.7608000	RO	40
	519	Spinești	45.8922900	26.7056100	RO	40
	519	Spătăreasa	45.4267900	27.2962200	RO	40
	519	Slobozia-Ciorăşti	45.6166700	27.2000000	RO	40
	519	Slobozia Bradului	45.5000000	27.0500000	RO	40
	519	Slobozia Botești	45.5184500	27.4244300	RO	40
	519	Slimnic	45.5081100	27.0513300	RO	40
	519	Șișcani	46.1523000	27.1703900	RO	40
	519	Sârbi	45.8696800	27.0652700	RO	40
	519	Șindrilari	45.7908300	26.8794700	RO	40
	519	Siminoc	45.5988100	26.8660200	RO	40
	519	Sihlea	45.5000000	27.1166700	RO	40
	519	Șerbești	45.9226100	26.9707000	RO	40
	519	Șerbănești	46.1658800	27.2989600	RO	40
	519	Seciu	45.5367100	26.8353400	RO	40
	519	Scânteia	45.8227200	27.0261200	RO	40
	519	Scafari	45.9048400	26.8885300	RO	40
	519	Satu Nou	45.4294300	27.3295400	RO	40
	519	Salcia Veche	45.4573400	27.3077300	RO	40
	519	Salcia Nouă	45.4568400	27.3407500	RO	40
	519	Sahastru	45.7272100	26.6871400	RO	40
	519	Rugineşti	46.0666700	27.1166700	RO	40
	519	Ruget	45.9008900	26.8613900	RO	40
	519	Rucăreni	45.9943800	26.6549600	RO	40
	519	Rotileștii Mari	46.0348000	26.7402300	RO	40
	519	Roșcari	45.5722700	26.9137200	RO	40
	519	Râmniceni	45.5132200	27.4484300	RO	40
	519	Râmniceanca	45.7291300	27.0600600	RO	40
	519	Repedea	45.9214400	27.0340700	RO	40
	519	Reghiu	45.7833300	26.8333300	RO	40
	519	Rebegari	45.8244700	26.7440600	RO	40
	519	Răstoaca	45.6608300	27.2872300	RO	40
	519	Răiuți	45.8197500	26.8418700	RO	40
	519	Rădulești	45.7431400	27.3134600	RO	40
	519	Rădăcinești	46.1862300	27.2983600	RO	40
	519	Răcoasa	46.0000000	26.8833300	RO	40
	519	Răchitosu	45.7900600	27.2622500	RO	40
	519	Răchitașu	45.7312900	26.8102500	RO	40
	519	Putna	45.8263600	27.0993400	RO	40
	519	Pufeşti	46.0000000	27.2000000	RO	40
	519	Prisecani	46.1807300	27.4254800	RO	40
	519	Prisaca	45.8636000	26.7825600	RO	40
	519	Prahuda	45.7852300	26.7574100	RO	40
	519	Popești	45.5953300	27.0791600	RO	40
	519	Poiana Cristei	45.6500000	26.9833300	RO	40
	519	Poiana	45.8756300	26.7592300	RO	40
	519	Poienița	45.5849800	26.9139200	RO	40
	519	Poenile	45.6234100	26.9865700	RO	40
	519	Podu Stoica	45.8219600	26.7875300	RO	40
	519	Podu Șchiopului	45.8121000	26.6595400	RO	40
	519	Podurile	45.5569300	26.8628300	RO	40
	519	Poduri	45.8813200	26.8226300	RO	40
	519	Podu Nărujei	45.8192700	26.7546000	RO	40
	519	Podu Lacului	45.6434400	26.9897700	RO	40
	519	Ploscuțeni	46.0785900	27.2703200	RO	40
	519	Plopu	45.6264300	26.9616000	RO	40
	519	Pleșești	46.1550900	27.4519300	RO	40
	519	Plăcințeni	46.1470000	27.3757300	RO	40
	519	Pitulușa	45.7675700	27.0142400	RO	40
	519	Piscu Reghiului	45.7939500	26.8088800	RO	40
	519	Piscu Radului	45.9621200	26.8071300	RO	40
	519	Pietroasa	45.7121700	27.1195100	RO	40
	519	Pietroasa	45.5264500	27.0388600	RO	40
	519	Pietroasa	45.8648700	27.0410000	RO	40
	519	Pietroasa	45.7003700	27.0441100	RO	40
	519	Petrești	45.7309800	27.2268800	RO	40
	519	Petreanu	45.6894200	26.9390600	RO	40
	519	Păvălari	45.7382600	26.6829200	RO	40
	519	Păuneşti	46.0333300	27.1000000	RO	40
	519	Păulești	45.8915400	26.6891400	RO	40
	519	Pătrășcani	45.8263100	27.1788500	RO	40
	519	Panciu	45.9000000	27.0833300	RO	40
	519	Paltin	45.7833300	26.7166700	RO	40
	519	Pădureni	45.9372900	27.2315200	RO	40
	519	Pădureni	45.7933900	27.0355100	RO	40
	519	Pădureni	45.5245900	27.0605800	RO	40
	519	Oreavu	45.5895300	27.1506800	RO	40
	519	Olteni	45.7336900	27.0983800	RO	40
	519	Oleșești	45.8478100	27.1009700	RO	40
	519	Olăreni	45.4850900	27.0070200	RO	40
	519	Odobeşti	45.7666700	27.0500000	RO	40
	519	Odobasca	45.6570200	26.9808300	RO	40
	519	Ocheșești	46.1472000	27.3237700	RO	40
	519	Obrejița	45.5010200	27.0897400	RO	40
	519	Nistoreşti	45.8333300	26.7333300	RO	40
	519	Nereju Mic	45.7061800	26.6964100	RO	40
	519	Nereju	45.7166700	26.7166700	RO	40
	519	Negrilești	45.9369700	26.7063500	RO	40
	519	Neculele	45.6271700	26.7139500	RO	40
	519	Năruja	45.8333300	26.7833300	RO	40
	519	Nănești	46.0991900	27.3753600	RO	40
	519	Năneşti	45.5500000	27.5000000	RO	40
	519	Muncelu	45.9520800	27.0310700	RO	40
	519	Moviliţa	45.9500000	27.1000000	RO	40
	519	Motnău	45.5799200	26.8833600	RO	40
	519	Morărești	45.7396100	26.7577300	RO	40
	519	Modruzeni	45.9056800	27.2331900	RO	40
	519	Mirceștii Vechi	45.7446600	27.2853300	RO	40
	519	Mirceștii Noi	45.7507200	27.2726000	RO	40
	519	Milcovul	45.6500000	27.2500000	RO	40
	519	Milcovel	45.7886300	26.9226000	RO	40
	519	Mihălceni	45.4449300	27.3046600	RO	40
	519	Mesteacănu	45.9379400	26.8325900	RO	40
	519	Mera	45.7666700	26.9500000	RO	40
	519	Mărtinești	45.5034700	27.3053100	RO	40
	519	Mărăști	46.0131700	26.8451100	RO	40
	519	Maluri	45.5613800	27.4403300	RO	40
	519	Măicăneşti	45.5000000	27.5000000	RO	40
	519	Mahriu	45.6710200	26.9670200	RO	40
	519	Măgura	45.6016600	26.7436700	RO	40
	519	Lupoaia	45.5428100	26.9111500	RO	40
	519	Luncile	45.5603700	26.8142100	RO	40
	519	Lojnița	45.5856100	26.8368900	RO	40
	519	Livezile	45.9546000	26.8368000	RO	40
	519	Livada	45.7744900	26.9222300	RO	40
	519	Liești	45.4992400	27.0510400	RO	40
	519	Lespezi	46.1602700	27.2406500	RO	40
	519	Lepșa	45.9517600	26.5754900	RO	40
	519	Lăstuni	45.6013200	26.8890900	RO	40
	519	Lărgășeni	46.1943000	27.2955300	RO	40
	519	Lămotești	45.6585100	27.2511300	RO	40
	519	Lacu lui Baban	45.6034400	26.9752700	RO	40
	519	Jorăști	45.7147700	27.2633500	RO	40
	519	Jitia de Jos	45.5681500	26.7827200	RO	40
	519	Jitia	45.5833300	26.7166700	RO	40
	519	Jiliște	45.6009400	27.2415600	RO	40
	519	Jgheaburi	45.8123800	26.8161500	RO	40
	519	Jariştea	45.7833300	27.0666700	RO	40
	519	Izvoarele	46.1558000	27.3438900	RO	40
	519	Ivăncești	45.8079900	27.1396300	RO	40
	519	Iugani	46.1497500	27.4344600	RO	40
	519	Irești	45.9299300	26.9439300	RO	40
	519	Igești	45.8204300	27.1825300	RO	40
	519	Hotaru	45.7259000	26.8552800	RO	40
	519	Homocea	46.1333300	27.2333300	RO	40
	519	Holbănești	45.9689000	27.0667400	RO	40
	519	Hăulișca	45.8827000	26.6849300	RO	40
	519	Haret	45.9192300	27.2098600	RO	40
	519	Gura Văii	46.0531900	26.7403400	RO	40
	519	Gura Caliţei	45.5833300	27.0166700	RO	40
	519	Gugeşti	45.5666700	27.1333300	RO	40
	519	Groapa Tufei	45.6030700	27.0023300	RO	40
	519	Gologanu	45.6097900	27.2709100	RO	40
	519	Goleștii de Sus	45.6411600	27.1034300	RO	40
	519	Goleşti	45.6666700	27.1333300	RO	40
	519	Gogoiu	45.9993000	26.8416200	RO	40
	519	Ghimicești	45.9669600	27.0776900	RO	40
	519	Ghebari	45.7800500	26.7870600	RO	40
	519	Garoafa	45.7833300	27.2000000	RO	40
	519	Găloiești	45.5519000	26.9563200	RO	40
	519	Galbeni	46.1089300	27.3766600	RO	40
	519	Găgești	45.8559800	27.0554000	RO	40
	519	Frecăței	45.9632200	27.0897200	RO	40
	519	Focşani	45.7000000	27.1833300	RO	40
	519	Fitioneşti	45.9833300	27.0500000	RO	40
	519	Fetig	45.7393100	26.7840700	RO	40
	519	Fetești	46.0402300	26.7563100	RO	40
	519	Feldioara	46.0987400	27.3509300	RO	40
	519	Farcaș	45.8032800	26.8291800	RO	40
	519	Faraoanele	45.7136400	27.0482900	RO	40
	519	Făgetu	45.8200600	26.7000000	RO	40
	519	După Măgura	45.6282600	26.7380100	RO	40
	519	Dumitreștii de Sus	45.5601100	26.8932200	RO	40
	519	Dumitrești	45.5524300	26.9272700	RO	40
	519	Dumbrăveni	45.5333300	27.1166700	RO	40
	519	Dumbrava	45.6579000	27.0077000	RO	40
	519	Dragosloveni	45.5616300	27.0777600	RO	40
	519	Domnești-Sat	46.0274700	27.2164400	RO	40
	519	Doaga	45.8302500	27.2932000	RO	40
	519	Diochețirediu	45.9305800	27.1390700	RO	40
	519	Dealu Sării	45.5723700	26.7583200	RO	40
	519	Dealul Lung	45.6214000	26.9480800	RO	40
	519	Dealu Cucului	45.6722300	26.9935100	RO	40
	519	Dălhăuți	45.6924700	27.0488700	RO	40
	519	Coza	45.9080300	26.6691100	RO	40
	519	Covrag	46.0849500	27.3348100	RO	40
	519	Coteşti	45.6500000	27.0500000	RO	40
