	416	Ystalyfera	51.7671600	-3.7808200	GB	WLS
	416	Wrexham	53.0466400	-2.9913200	GB	WLS
	416	Wick	51.4394400	-3.5494400	GB	WLS
	416	Welshpool	52.6597300	-3.1471000	GB	WLS
	416	Victoria	51.7500000	-3.2000000	GB	WLS
	416	Valley	53.2849000	-4.5664400	GB	WLS
	416	Usk	51.7034700	-2.9033200	GB	WLS
	416	Tycroes	51.7780600	-4.0200000	GB	WLS
	416	Treorchy	51.6595800	-3.5058700	GB	WLS
	416	Treharris	51.6645700	-3.3072500	GB	WLS
	416	Tredegar	51.7725100	-3.2467900	GB	WLS
	416	Tonyrefail	51.5840200	-3.4304100	GB	WLS
	416	Tenby	51.6727900	-4.7044700	GB	WLS
	416	Taibach	51.5833300	-3.7666700	GB	WLS
	416	Swansea	51.6207900	-3.9432300	GB	WLS
	416	Seven Sisters	51.7666700	-3.7166700	GB	WLS
	416	Saundersfoot	51.7094500	-4.7021500	GB	WLS
	416	Saint David’s	51.8809400	-5.2655400	GB	WLS
	416	Saint Clears	51.8198900	-4.4978300	GB	WLS
	416	Saint Asaph	53.2666700	-3.4500000	GB	WLS
	416	Ruthin	53.1136800	-3.3178200	GB	WLS
	416	Ruabon	52.9878000	-3.0388300	GB	WLS
	416	Rossett	53.1092100	-2.9447800	GB	WLS
	416	Risca	51.6079900	-3.1008100	GB	WLS
	416	Rhymney	51.7599800	-3.2855300	GB	WLS
	416	Rhyl	53.3195500	-3.4886200	GB	WLS
	416	Rhuddlan	53.2833300	-3.4666700	GB	WLS
	416	Rhosllanerchrugog	53.0097400	-3.0581400	GB	WLS
	416	Rhoose	51.3881800	-3.3543000	GB	WLS
	416	Rhondda	51.6589600	-3.4488500	GB	WLS
	416	Rhayader	52.3015400	-3.5114600	GB	WLS
	416	Resolven	51.7119300	-3.6974500	GB	WLS
	416	Radyr	51.5186400	-3.2582900	GB	WLS
	416	Pyle	51.5166700	-3.7000000	GB	WLS
	416	Pwllheli	52.8899000	-4.4145100	GB	WLS
	416	Presteigne	52.2718300	-3.0057900	GB	WLS
	416	Prestatyn	53.3374800	-3.4077600	GB	WLS
	416	Porthmadog	52.9292400	-4.1313700	GB	WLS
	416	Porthcawl	51.4790300	-3.7036200	GB	WLS
