	379	Yvoir	50.3279000	4.8805900	BE	WAL
	379	Wellin	50.0813300	5.1141300	BE	WAL
	379	Welkenraedt	50.6605000	5.9703400	BE	WAL
	379	Wavre	50.7171700	4.6013800	BE	WAL
	379	Waterloo	50.7146900	4.3991000	BE	WAL
	379	Wasseiges	50.6218600	5.0052800	BE	WAL
	379	Waremme	50.6976000	5.2552400	BE	WAL
	379	Wanze	50.5390700	5.2084600	BE	WAL
	379	Walhain-Saint-Paul	50.6262700	4.6983700	BE	WAL
	379	Walcourt	50.2540100	4.4379600	BE	WAL
	379	Waimes	50.4148800	6.1120700	BE	WAL
	379	Visé	50.7376000	5.6990700	BE	WAL
	379	Virton	49.5682400	5.5325900	BE	WAL
	379	Villers-le-Bouillet	50.5770800	5.2594500	BE	WAL
	379	Villers-la-Ville	50.5666700	4.5166700	BE	WAL
	379	Vielsalm	50.2840700	5.9150200	BE	WAL
	379	Verviers	50.5890700	5.8624100	BE	WAL
	379	Verlaine	50.6074300	5.3174000	BE	WAL
	379	Vaux-sur-Sûre	49.9110000	5.5784800	BE	WAL
	379	Tubize	50.6905900	4.2009000	BE	WAL
	379	Trooz	50.5702600	5.6952100	BE	WAL
	379	Trois-Ponts	50.3712800	5.8714600	BE	WAL
	379	Tournai	50.6071500	3.3893200	BE	WAL
	379	Tintigny	49.6832600	5.5134900	BE	WAL
	379	Tinlot	50.4749300	5.3775500	BE	WAL
	379	Tillier	50.5448000	4.9457400	BE	WAL
	379	Thuin	50.3393300	4.2860400	BE	WAL
	379	Theux	50.5332300	5.8124500	BE	WAL
	379	Tenneville	50.0950100	5.5289400	BE	WAL
	379	Tellin	50.0803800	5.2163800	BE	WAL
	379	Stoumont	50.4066700	5.8083800	BE	WAL
	379	Stavelot	50.3950000	5.9312400	BE	WAL
	379	Sprimont	50.5092200	5.6595000	BE	WAL
	379	Spa	50.4837500	5.8667400	BE	WAL
	379	Soumagne	50.6138500	5.7467900	BE	WAL
	379	Somme-Leuze	50.3369900	5.3670500	BE	WAL
	379	Sombreffe	50.5286500	4.6008700	BE	WAL
	379	Soignies	50.5790400	4.0712900	BE	WAL
	379	Silly	50.6487700	3.9236300	BE	WAL
	379	Seraing	50.5836200	5.5011500	BE	WAL
	379	Seneffe	50.5313400	4.2630100	BE	WAL
	379	Saint-Vith	50.2814600	6.1272400	BE	WAL
	379	Saint-Nicolas	50.6283700	5.5324300	BE	WAL
	379	Saint-Léger	49.6119600	5.6568800	BE	WAL
	379	Saint-Hubert	50.0266800	5.3740100	BE	WAL
	379	Saint-Ghislain	50.4481600	3.8188600	BE	WAL
	379	Sainte-Ode	50.0172300	5.5192600	BE	WAL
	379	Rumes	50.5545000	3.3053500	BE	WAL
	379	Rouvroy	49.5377100	5.4903100	BE	WAL
	379	Roeulx	50.5036500	4.1116300	BE	WAL
	379	Rochefort	50.1631000	5.2216000	BE	WAL
	379	Rixensart	50.7122900	4.5252900	BE	WAL
	379	Rendeux	50.2342200	5.5041400	BE	WAL
	379	Remicourt	50.6806900	5.3278500	BE	WAL
	379	Redu	50.0069500	5.1600600	BE	WAL
	379	Rebecq-Rognon	50.6514700	4.1068300	BE	WAL
	379	Ramillies	50.6339500	4.9011900	BE	WAL
	379	Raeren	50.6672000	6.1153500	BE	WAL
	379	Quiévrain	50.4073700	3.6835100	BE	WAL
	379	Quévy-le-Petit	50.3687900	3.9360200	BE	WAL
	379	Quaregnon	50.4406700	3.8653000	BE	WAL
	379	Profondeville	50.3758100	4.8650600	BE	WAL
	379	Pontillas	50.5491600	5.0210100	BE	WAL
	379	Pont-à-Celles	50.5051800	4.3688700	BE	WAL
	379	Plombières	50.7365600	5.9592200	BE	WAL
	379	Philippeville	50.1961200	4.5437400	BE	WAL
	379	Perwez	50.6242600	4.8135400	BE	WAL
	379	Péruwelz	50.5081900	3.5937300	BE	WAL
	379	Pepinster	50.5737500	5.8049000	BE	WAL
	379	Pecq	50.6861900	3.3378900	BE	WAL
	379	Paliseul	49.9039500	5.1353700	BE	WAL
	379	Oupeye	50.7118400	5.6468000	BE	WAL
	379	Ouffet	50.4387000	5.4657000	BE	WAL
	379	Ottignies	50.6653500	4.5667900	BE	WAL
	379	Oreye	50.7174900	5.3488000	BE	WAL
	379	Onhaye	50.2414800	4.8406900	BE	WAL
	379	Olne	50.5899400	5.7466200	BE	WAL
	379	Ohey	50.4357000	5.1237500	BE	WAL
	379	Noville-les-Bois	50.5570200	4.9846600	BE	WAL
	379	Nivelles	50.5983300	4.3284800	BE	WAL
	379	Neufchâteau	49.8407400	5.4353500	BE	WAL
	379	Nassogne	50.1284900	5.3427400	BE	WAL
	379	Nandrin	50.5067400	5.4190500	BE	WAL
	379	Namur	50.4669000	4.8674600	BE	WAL
	379	Musson	49.5583500	5.7052500	BE	WAL
	379	Mouscron	50.7449700	3.2063900	BE	WAL
	379	Morlanwelz-Mariemont	50.4550200	4.2451900	BE	WAL
	379	Mont-Saint-Guibert	50.6342700	4.6106100	BE	WAL
	379	Mons	50.4541300	3.9522900	BE	WAL
	379	Momignies	50.0271000	4.1651900	BE	WAL
	379	Modave	50.4461400	5.2953200	BE	WAL
